mode,seed,scorer,alpha,topk,smooth,VAL_Accuracy,VAL_Precision,VAL_Recall,VAL_F1,VAL_FPR,VAL_TN,VAL_FP,VAL_FN,VAL_TP,VAL_ROC-AUC,VAL_PR-AUC,beta
net_only,2024,hybrid,,,1,0.8882314266929652,0.0,0.0,0.0,0.008985879332477534,5404,49,631,0,0.50322348331499,0.1294430303153648,1.0
net_only,2024,hybrid,,,2,0.8913543721236029,0.0,0.0,0.0,0.0055015587749862455,5423,30,631,0,0.4889236445836094,0.12950282631178928,1.0
net_only,2024,hybrid,,,3,0.8923405654174885,0.0,0.0,0.0,0.004401247019988996,5429,24,631,0,0.478998896491354,0.13067759083772812,1.0
net_only,2024,hybrid,,,5,0.8941485864562788,0.0,0.0,0.0,0.0023840088024940395,5440,13,631,0,0.46314551404989995,0.13483224020017479,1.0
net_only,2024,hybrid,,,8,0.8954635108481263,0.0,0.0,0.0,0.0009169264624977075,5448,5,631,0,0.458299172615548,0.14381202490439385,1.0
net_only,2024,hybrid,,,12,0.8902038132807364,0.0,0.0,0.0,0.006785255822483036,5416,37,631,0,0.4477027867880051,0.16189660228573396,1.0
net_only,2024,hybrid,,,20,0.8990795529257067,0.6349206349206349,0.06339144215530904,0.11527377521613832,0.004217861727489455,5430,23,591,40,0.44070290332921325,0.19972136574149915,1.0
net_only,2024,hybrid,,,30,0.8980933596318211,0.627906976744186,0.042789223454833596,0.08011869436201781,0.002934164679992664,5437,16,604,27,0.43252351240669806,0.17719251832835714,1.0
net_only,2024,hybrid,,,40,0.8969428007889546,0.5333333333333333,0.05071315372424723,0.09261939218523878,0.005134788189987162,5425,28,599,32,0.43023221344304285,0.1695863776074699,1.0
net_only,31337,unsup,1.0,1.0,1,0.8865353037766831,0.05555555555555555,0.006379585326953748,0.011444921316165951,0.012447373238147536,5395,68,623,4,0.3728622681627104,0.08154652808787086,
net_only,31337,unsup,1.0,1.0,2,0.8860426929392446,0.0759493670886076,0.009569377990430622,0.0169971671388102,0.013362621270364267,5390,73,621,6,0.37209985341434226,0.08222657026788853,
net_only,31337,unsup,1.0,1.0,3,0.8863711001642036,0.06666666666666667,0.007974481658692184,0.014245014245014245,0.012813472451034228,5393,70,622,5,0.371964974756963,0.08293012933613172,
net_only,31337,unsup,1.0,1.0,5,0.8848932676518884,0.04878048780487805,0.006379585326953748,0.011283497884344146,0.014277869302580997,5385,78,623,4,0.3737465700094678,0.08305172440922959,
